1,1,2.043003
1,2,1.578494
1,3,1.039921
1,4,1.841643
1,5,1.438820
1,6,2.204649
1,7,2.216066
1,8,1.642177
1,9,1.173984
1,10,1.913199
1,11,2.432124
1,12,1.709569
1,13,1.693494
1,14,2.451770
1,15,1.632033
1,16,0.895741
1,17,2.244010
1,18,2.167338
1,19,2.117715
1,20,2.242199
1,21,2.342234
1,22,1.777540
1,23,2.368073
1,24,1.290829
1,25,1.981541
1,26,1.389435
1,27,2.173321
1,28,0.810769
1,29,1.756662
1,30,1.500822
1,31,1.553027
1,32,0.993132
1,33,1.699830
1,34,1.558153
1,35,1.142873
1,36,0.955304
1,37,2.224071
1,38,1.744319
1,39,2.477882
1,40,1.369976
1,41,1.099579
1,42,1.084293
1,43,2.332997
1,44,1.350751
1,45,2.079785
1,46,1.954435
1,47,2.253776
1,48,1.111822
1,49,2.212891
1,50,1.134879
1,51,2.509654
1,52,2.456840
1,53,1.313488
1,54,1.252868
1,55,2.282698
1,56,0.969410
1,57,1.639765
1,58,1.100757
1,59,2.048661
1,60,1.653409
1,61,1.806281
1,62,2.081828
1,63,2.201935
1,64,2.106810
1,65,1.387567
1,66,1.222253
1,67,1.963390
1,68,1.503761
1,69,2.058363
1,70,2.211170
1,71,1.542241
1,72,2.505318
1,73,2.551658
1,74,1.505580
1,75,2.466750
1,76,2.243259
1,77,1.422267
1,78,1.346289
1,79,1.913792
1,80,2.051111
1,81,2.115033
1,82,1.578663
1,83,1.035797
1,84,1.450131
1,85,1.961501
1,86,1.662333
1,87,0.798878
1,88,2.076130
1,89,2.282447
1,90,0.681206
1,91,1.440525
1,92,1.752157
1,93,1.901678
1,94,1.658493
1,95,2.089850
1,96,1.435999
1,97,2.580651
1,98,1.195132
1,99,1.227870
1,100,1.406028
1,101,2.177768
1,102,1.595232
1,103,1.762185
1,104,1.948842
1,105,1.843005
1,106,1.502806
1,107,1.319251
1,108,1.115216
1,109,2.171872
1,110,1.593731
1,111,1.198700
1,112,1.906395
1,113,1.296354
1,114,1.745068
1,115,1.158683
1,116,0.968787
1,117,1.392669
1,118,1.357476
1,119,2.161768
1,120,2.027982
1,121,1.390815
1,122,2.601125
1,123,1.418316
1,124,1.508236
1,125,2.395341
1,126,2.131987
1,127,1.311970
1,128,1.617213
1,129,0.952432
1,130,2.775781
1,131,1.870158
1,132,1.128457
1,133,1.046178
1,134,2.010999
1,135,1.528295
1,136,2.105465
1,137,1.621381
1,138,1.080024
1,139,2.459209
1,140,1.865866
1,141,1.479123
1,142,1.855310
1,143,1.449587
1,144,1.217423
1,145,1.056674
1,146,1.112743
1,147,1.207521
1,148,1.535914
1,149,2.206554
1,150,1.787409
1,151,1.055516
1,152,1.984574
1,153,0.479846
1,154,1.721928
1,155,1.359158
1,156,1.518861
1,157,1.113948
1,158,1.284608
1,159,1.876646
1,160,1.274150
1,161,1.181156
1,162,1.622587
1,163,1.592556
1,164,2.456767
1,165,1.810616
1,166,2.190861
1,167,1.987837
1,168,1.915318
1,169,1.869467
1,170,1.351576
1,171,2.070348
1,172,0.932418
1,173,2.153967
1,174,1.928959
1,175,1.474341
1,176,1.445177
1,177,1.813047
1,178,1.937440
1,179,1.968145
1,180,1.736714
1,181,2.007514
1,182,2.238545
1,183,1.343205
1,184,1.936080
1,185,1.680923
1,186,1.323868
1,187,1.801818
1,188,2.342637
1,189,1.152837
1,190,1.811183
1,191,1.476284
1,192,2.248668
1,193,1.786974
1,194,1.512778
1,195,1.938155
1,196,2.148844
1,197,1.414687
1,198,2.033126
1,199,1.309800
1,200,1.744874
2,1,1.186660
2,2,0.885647
2,3,0.611237
2,4,1.007114
2,5,0.790792
2,6,1.165937
2,7,1.306481
2,8,0.774347
2,9,0.635268
2,10,1.012711
2,11,1.173358
2,12,0.776754
2,13,0.832119
2,14,1.422018
2,15,0.864553
2,16,0.400496
2,17,1.205313
2,18,1.120367
2,19,1.011788
2,20,1.093494
2,21,1.182203
2,22,0.820088
2,23,1.217749
2,24,0.675068
2,25,1.176900
2,26,0.645382
2,27,1.195436
2,28,0.457186
2,29,1.073060
2,30,0.856347
2,31,0.948579
2,32,0.328793
2,33,1.021976
2,34,0.817798
2,35,0.669063
2,36,0.513448
2,37,1.058889
2,38,0.878912
2,39,1.446783
2,40,0.783846
2,41,0.599811
2,42,0.605675
2,43,1.263335
2,44,0.750180
2,45,0.989238
2,46,1.018118
2,47,1.260364
2,48,0.632869
2,49,1.169740
2,50,0.598701
2,51,1.232371
2,52,1.241750
2,53,0.592615
2,54,0.622676
2,55,1.324153
2,56,0.512480
2,57,0.758550
2,58,0.590913
2,59,0.927657
2,60,0.805959
2,61,0.808987
2,62,1.232648
2,63,1.095188
2,64,1.031977
2,65,0.578572
2,66,0.646386
2,67,1.210386
2,68,0.838532
2,69,0.995326
2,70,1.114139
2,71,0.967446
2,72,1.269535
2,73,1.398617
2,74,0.849449
2,75,1.241944
2,76,1.214399
2,77,0.940344
2,78,0.725977
2,79,1.053304
2,80,1.000064
2,81,1.201155
2,82,0.957365
2,83,0.627884
2,84,0.737822
2,85,1.068043
2,86,1.091616
2,87,0.452802
2,88,1.134809
2,89,1.065442
2,90,0.278356
2,91,0.807594
2,92,0.832922
2,93,0.935077
2,94,0.921498
2,95,1.159328
2,96,0.815100
2,97,1.382723
2,98,0.523435
2,99,0.517649
2,100,0.541077
2,101,1.187478
2,102,0.793526
2,103,0.775862
2,104,1.099797
2,105,0.830330
2,106,0.753080
2,107,0.759057
2,108,0.615821
2,109,1.322155
2,110,1.007636
2,111,0.518920
