721,1026,3
407,289,3
508,172,5
433,474,3
207,158,3
497,169,4
497,655,4
562,135,5
835,193,4
47,286,3
496,22,4
796,831,2
846,1069,4
770,303,4
293,28,3
801,890,2
535,483,5
506,518,4
804,657,4
494,427,5
625,484,4
777,690,4
201,31,1
577,208,4
788,164,3
308,411,4
883,707,3
269,197,5
720,1062,5
460,1137,3
574,321,1
938,250,3
130,328,4
207,1049,3
593,846,2
130,771,2
931,310,3
655,58,3
846,202,5
883,519,5
588,121,5
834,255,3
381,462,4
99,619,4
504,168,5
710,432,5
903,317,4
328,610,3
552,300,4
301,82,5
608,305,3
830,651,4
846,550,4
894,1023,3
551,755,4
545,472,5
489,286,4
686,48,5
709,728,4
728,237,4
901,378,5
668,311,4
389,481,5
889,427,4
868,121,2
130,88,2
883,265,3
1,119,5
749,118,3
805,145,2
932,357,5
286,367,5
824,243,1
784,344,4
619,750,3
848,615,5
174,240,1
409,538,3
625,135,5
806,196,5
278,515,5
116,343,2
795,429,3
588,393,4
445,895,2
290,181,5
448,286,2
504,1037,1
206,336,1
201,7,3
167,240,1
437,660,4
894,116,4
908,484,4
354,610,4
395,313,3
276,175,5
399,226,3
913,164,2
763,162,4
868,922,5
592,1011,4
458,195,4
897,95,3
510,261,2
569,287,4
145,979,3
25,463,4
18,403,3
907,699,5
63,258,3
373,435,4
305,285,5
864,275,4
790,1118,3
591,100,5
646,347,2
664,212,4
536,163,5
881,417,2
519,324,1
190,539,2
455,22,4
345,69,4
183,77,3
469,215,4
924,6,4
660,1078,2
81,269,3
409,528,4
629,328,3
859,476,5
122,660,3
396,288,3
406,25,1
293,162,3
279,374,1
774,232,2
749,62,3
747,47,5
864,190,4
128,955,5
291,941,4
887,609,4
392,837,5
805,7,5
862,825,5
514,243,2
889,856,4
747,507,3
18,172,3
458,663,4
394,257,4
603,50,5
543,578,3
758,155,1
550,310,5
601,65,4
256,986,5
796,318,4
234,153,3
864,88,4
452,482,5
557,257,2
933,239,3
537,1085,4
531,908,1
44,157,4
424,275,5
194,88,3
484,97,5
846,377,2
450,225,4
715,173,5
374,144,5
470,471,5
438,619,4
807,946,3
293,245,3
930,690,3
58,176,4
498,496,3
684,172,5
533,879,3
622,756,3
763,367,3
250,183,4
429,137,5
473,275,5
533,88,4
68,258,5
117,546,3
216,50,4
562,485,5
268,541,3
907,281,5
62,252,3
361,269,4
360,257,4
932,1266,4
290,930,3
512,313,3
618,418,3
13,732,5
533,1033,4
474,385,4
157,276,4
543,23,4
234,419,4
393,248,4
339,498,4
652,879,3
336,290,3
848,1065,2
378,623,3
227,15,4
22,566,3
769,269,5
550,924,4
297,248,3
130,1278,5
385,557,2
764,939,4
676,100,5
886,55,4
627,214,3
807,418,4
664,58,4
838,210,4
774,233,2
271,580,2
773,23,5
495,423,5
682,834,3
57,11,3
774,563,1
694,385,4
108,255,2
466,62,3
534,290,4
76,156,3
296,276,5
634,116,3
660,680,2
308,614,3
588,485,5
374,654,3
620,404,4
930,210,2
387,446,2
94,637,3
804,238,4
828,270,5
398,708,3
692,25,4
618,485,3
847,645,3
38,69,5
901,250,3
70,946,3
854,455,2
387,153,4
498,1007,3
311,306,4
682,1019,5
329,169,4
854,628,2
516,212,4
885,582,2
694,143,4
388,300,4
420,547,4
733,1,2
347,50,5
795,410,2
904,603,4
497,540,2
452,684,4
189,934,2
908,434,4
615,666,2
794,257,4
655,447,4
638,241,3
106,1242,4
371,357,5
52,151,5
301,128,5
540,25,4
566,462,4
6,460,2
486,458,3
664,522,3
1,162,4
329,197,4
145,121,2
805,403,4
455,125,3
145,450,3
868,946,1
502,680,3
707,902,5
846,700,2
883,194,3
629,174,5
531,327,3
327,11,4
622,30,4
58,199,4
259,271,3
401,735,5
416,88,3
387,641,5
262,1,3
776,486,4
833,447,5
878,197,4
620,563,5
276,382,4
645,197,5
894,751,3
87,1028,4
774,215,3
618,568,4
399,182,4
236,56,5
787,313,5
505,7,3
640,684,4
58,238,5
712,220,5
380,168,4
766,198,4
134,294,4
922,62,3
686,185,5
308,213,4
249,588,3
44,523,4
889,117,4
26,283,3
812,682,4
711,568,3
299,481,3
393,790,4
711,91,4
342,866,1
279,396,3
159,294,4
177,127,5
709,554,4
749,521,4
804,988,4
902,515,5
671,255,5
360,248,4
645,65,4
785,496,4
294,148,3
618,183,4
85,923,4
864,173,5
21,453,2
94,83,4
459,597,3
425,529,4
774,202,5
